Sensor, acceleration x(*1000), acceleration y(*1000), acceleration z(*1000), gyro x, gyro y, gyro z, Hour ,Initial Date: ,08/03/2022 14:10:48.369932 GMT,29940
acc002, 150.39, 76.42, 1058.59, 0.55, -1.28, -0.49,105593,,,
acc002, 152.59, 78.12, 1060.06, 0.67, -1.04, -0.49,105607,,,
acc002, 152.83, 76.90, 1058.59, 0.79, -0.67, -0.37,105621,,,
acc002, 151.86, 78.37, 1059.33, 0.67, -0.49, -0.49,105635,,,
acc002, 152.10, 78.61, 1061.52, 0.67, -0.12, -0.61,105649,,,
acc002, 154.05, 78.61, 1056.64, 0.61, 0.24, -0.55,105663,,,
acc002, 152.10, 77.88, 1057.62, 0.61, 0.61, -0.55,105677,,,
acc002, 151.37, 78.61, 1059.57, 0.61, 0.92, -0.61,105694,,,
acc002, 155.76, 78.37, 1063.23, 0.61, 1.22, -0.55,105708,,,
acc002, 151.61, 77.15, 1058.84, 0.55, 1.71, -0.61,105722,,,
acc002, 151.61, 77.88, 1057.86, 0.55, 2.14, -0.55,105736,,,
acc002, 151.37, 77.39, 1063.96, 0.43, 2.38, -0.61,105751,,,
acc002, 150.63, 80.08, 1063.23, 0.37, 2.50, -0.61,105765,,,
acc002, 152.34, 78.61, 1061.04, 0.37, 2.81, -0.61,105779,,,
acc002, 151.12, 77.39, 1058.11, 0.18, 3.17, -0.67,105794,,,
acc002, 151.86, 77.39, 1059.33, 0.24, 3.30, -0.67,105813,,,
acc002, 150.15, 80.32, 1062.26, 0.12, 3.36, -0.67,105827,,,
acc002, 149.66, 80.81, 1061.04, 0.00, 3.48, -0.67,105841,,,
acc002, 149.41, 78.37, 1066.89, -0.18, 3.54, -0.55,105855,,,
acc002, 148.68, 78.37, 1063.23, -0.24, 3.42, -0.55,105869,,,
acc002, 148.44, 77.64, 1064.45, -0.37, 3.42, -0.67,105883,,,
acc002, 148.19, 78.12, 1064.45, -0.37, 3.11, -0.55,105897,,,
acc002, 147.95, 79.35, 1062.99, -0.55, 2.93, -0.55,105911,,,
acc002, 148.19, 81.30, 1064.94, -0.73, 2.50, -0.43,105925,,,
acc002, 146.73, 77.39, 1063.96, -0.85, 2.20, -0.55,105941,,,
acc002, 148.44, 80.57, 1062.50, -0.85, 1.83, -0.61,105956,,,
acc002, 145.02, 78.12, 1066.16, -0.98, 1.22, -0.43,105970,,,
acc002, 147.71, 77.39, 1065.67, -1.04, 0.98, -0.37,105984,,,
acc002, 144.29, 81.05, 1065.43, -1.04, 0.43, -0.37,105998,,,
acc002, 145.26, 79.35, 1065.92, -1.28, 0.00, -0.31,106012,,,
acc002, 143.55, 78.61, 1067.63, -1.10, -0.73, -0.31,106027,,,
acc002, 145.26, 79.35, 1072.27, -1.16, -1.16, -0.24,106041,,,
acc002, 144.78, 77.39, 1065.19, -1.16, -1.71, -0.18,106057,,,
acc002, 145.51, 80.32, 1065.67, -1.10, -2.50, -0.18,106075,,,
acc002, 145.26, 77.88, 1068.60, -1.04, -2.81, -0.31,106089,,,
acc002, 144.53, 79.59, 1063.96, -0.85, -3.17, -0.18,106103,,,
acc002, 146.00, 77.39, 1066.89, -0.73, -3.72, -0.24,106117,,,
acc002, 148.93, 77.88, 1062.26, -0.55, -3.85, -0.18,106131,,,
acc002, 150.39, 76.17, 1062.99, -0.43, -4.21, -0.24,106145,,,
acc002, 148.19, 75.68, 1063.72, -0.18, -4.15, -0.18,106159,,,
acc002, 147.71, 78.37, 1065.19, 0.12, -4.33, -0.24,106175,,,
acc002, 151.12, 77.15, 1064.45, 0.31, -4.39, -0.18,106189,,,
acc002, 151.61, 76.90, 1062.74, 0.55, -4.27, -0.31,106204,,,
acc002, 153.81, 75.44, 1062.26, 0.73, -4.21, -0.37,106218,,,
acc002, 151.61, 77.39, 1059.57, 0.98, -3.97, -0.43,106232,,,
acc002, 151.37, 77.39, 1058.59, 1.22, -3.78, -0.49,106247,,,
acc002, 154.54, 78.12, 1062.26, 1.46, -3.42, -0.49,106261,,,
acc002, 154.79, 76.66, 1060.30, 1.71, -2.99, -0.49,106275,,,
acc002, 154.05, 77.39, 1059.57, 1.83, -2.56, -0.61,106289,,,
acc002, 152.83, 75.68, 1061.77, 2.01, -2.14, -0.55,106306,,,
acc002, 155.27, 76.90, 1062.74, 1.95, -1.59, -0.55,106320,,,
acc002, 154.79, 77.64, 1058.84, 2.08, -1.16, -0.61,106337,,,
acc002, 154.05, 79.35, 1056.40, 1.89, -0.55, -0.73,106351,,,
acc002, 153.08, 76.42, 1058.35, 1.65, 0.00, -0.73,106365,,,
acc002, 152.59, 78.61, 1057.86, 1.65, 0.55, -0.67,106379,,,
acc002, 152.83, 80.32, 1060.79, 1.40, 0.85, -0.67,106393,,,
acc002, 153.08, 78.86, 1058.35, 1.10, 1.40, -0.67,106407,,,
acc002, 152.59, 82.03, 1058.59, 0.92, 1.83, -0.73,106423,,,
acc002, 153.08, 81.30, 1055.18, 0.55, 2.26, -0.61,106438,,,
acc002, 151.86, 81.30, 1054.93, 0.18, 2.75, -0.61,106452,,,
acc002, 152.59, 80.32, 1058.59, -0.12, 3.11, -0.67,106466,,,
acc002, 152.34, 81.05, 1054.44, -0.43, 3.42, -0.55,106480,,,
acc002, 151.61, 81.30, 1056.88, -0.85, 3.78, -0.55,106494,,,
acc002, 151.12, 81.54, 1057.86, -1.10, 4.03, -0.49,106508,,,
acc002, 150.39, 80.57, 1058.84, -1.34, 4.21, -0.55,106523,,,
acc002, 150.39, 81.30, 1062.01, -1.71, 4.33, -0.43,106537,,,
acc002, 150.15, 80.57, 1057.37, -1.95, 4.52, -0.43,106553,,,
acc002, 150.15, 78.61, 1058.35, -2.14, 4.58, -0.49,106568,,,
acc002, 148.44, 80.57, 1059.33, -2.38, 4.39, -0.37,106582,,,
acc002, 148.44, 78.37, 1060.55, -2.38, 4.39, -0.37,106599,,,
acc002, 148.68, 80.32, 1063.48, -2.50, 4.33, -0.43,106613,,,
acc002, 148.19, 78.37, 1059.57, -2.44, 4.15, -0.37,106627,,,
acc002, 149.17, 75.68, 1060.79, -2.38, 3.91, -0.43,106641,,,
acc002, 147.71, 76.17, 1060.55, -2.20, 3.66, -0.43,106655,,,
acc002, 144.53, 74.46, 1063.48, -2.01, 3.30, -0.43,106671,,,
acc002, 146.97, 79.35, 1065.67, -1.95, 2.93, -0.43,106685,,,
acc002, 145.75, 75.93, 1066.89, -1.59, 2.44, -0.37,106699,,,
acc002, 145.51, 74.95, 1067.14, -1.46, 1.95, -0.37,106713,,,
acc002, 146.97, 75.44, 1068.36, -1.04, 1.46, -0.43,106728,,,
acc002, 146.24, 76.42, 1069.58, -0.73, 0.92, -0.43,106742,,,
acc002, 146.97, 76.66, 1065.92, -0.49, 0.31, -0.43,106756,,,
acc002, 144.29, 75.68, 1063.23, -0.18, -0.18, -0.37,106770,,,
acc002, 146.97, 78.12, 1069.58, 0.24, -0.79, -0.37,106784,,,
acc002, 146.48, 75.68, 1067.63, 0.43, -1.22, -0.49,106797,,,
acc002, 146.24, 77.64, 1071.78, 0.55, -1.77, -0.55,106811,,,
acc002, 147.22, 77.15, 1068.36, 0.92, -2.26, -0.49,106825,,,
acc002, 147.71, 79.35, 1067.63, 1.10, -2.93, -0.49,106840,,,
acc002, 144.53, 77.39, 1071.29, 1.22, -3.23, -0.37,106854,,,
acc002, 149.41, 79.83, 1069.09, 1.34, -3.66, -0.49,106871,,,
acc002, 147.71, 77.15, 1068.12, 1.53, -3.91, -0.43,106885,,,
acc002, 148.93, 77.64, 1065.19, 1.46, -4.15, -0.49,106899,,,
acc002, 148.44, 79.35, 1064.94, 1.53, -4.33, -0.43,106915,,,
acc002, 150.39, 78.61, 1064.70, 1.59, -4.33, -0.49,106929,,,
acc002, 151.12, 77.88, 1065.43, 1.53, -4.39, -0.43,106943,,,
acc002, 152.34, 79.10, 1063.72, 1.46, -4.27, -0.49,106957,,,
acc002, 152.59, 79.83, 1065.19, 1.40, -4.15, -0.37,106971,,,
acc002, 152.83, 78.37, 1065.92, 1.22, -3.85, -0.43,106985,,,
acc002, 151.12, 78.86, 1065.19, 1.10, -3.54, -0.49,107000,,,
acc002, 152.10, 82.76, 1061.77, 0.98, -3.05, -0.43,107014,,,
acc002, 153.81, 77.39, 1064.21, 0.79, -2.75, -0.49,107030,,,
acc002, 153.81, 80.81, 1058.84, 0.67, -2.38, -0.43,107044,,,
acc002, 153.56, 79.59, 1059.57, 0.49, -1.83, -0.49,107059,,,
acc002, 152.83, 79.59, 1056.88, 0.37, -1.46, -0.37,107073,,,
acc002, 152.59, 80.32, 1059.57, 0.31, -0.92, -0.49,107087,,,
acc002, 152.34, 76.90, 1056.64, 0.06, -0.55, -0.49,107101,,,
acc002, 153.56, 80.08, 1059.81, -0.18, 0.12, -0.37,107116,,,
acc002, 150.63, 79.59, 1056.64, -0.06, 0.43, -0.49,107133,,,
acc002, 151.37, 77.88, 1055.66, -0.37, 0.92, -0.43,107147,,,
acc002, 151.37, 80.08, 1056.40, -0.55, 1.34, -0.55,107163,,,
acc002, 152.83, 80.57, 1052.49, -0.55, 1.53, -0.55,107177,,,
acc002, 150.63, 79.10, 1054.69, -0.79, 1.95, -0.43,107191,,,
acc002, 148.44, 80.32, 1055.42, -0.92, 2.08, -0.49,107205,,,
acc002, 150.15, 79.35, 1058.59, -1.10, 2.26, -0.49,107219,,,
acc002, 150.39, 80.57, 1052.98, -1.22, 2.32, -0.43,107233,,,
acc002, 148.93, 77.64, 1057.13, -1.28, 2.38, -0.43,107247,,,
acc002, 149.17, 77.39, 1055.66, -1.46, 2.50, -0.43,107261,,,
acc002, 148.68, 79.83, 1058.35, -1.53, 2.50, -0.49,107278,,,
acc002, 149.41, 78.37, 1052.98, -1.65, 2.56, -0.43,107292,,,
acc002, 146.73, 79.10, 1056.64, -1.77, 2.44, -0.43,107306,,,
acc002, 148.68, 75.93, 1053.47, -1.77, 2.38, -0.37,107320,,,
acc002, 148.68, 78.37, 1055.91, -1.83, 2.50, -0.37,107335,,,
acc002, 148.44, 77.88, 1058.84, -1.89, 2.38, -0.43,107349,,,
acc002, 149.41, 76.66, 1058.59, -1.77, 2.44, -0.31,107363,,,
acc002, 149.90, 78.12, 1060.30, -1.83, 2.32, -0.31,107378,,,
acc002, 151.61, 75.44, 1063.23, -1.65, 2.26, -0.37,107397,,,
acc002, 149.66, 75.44, 1062.99, -1.65, 2.38, -0.43,107411,,,
acc002, 150.15, 75.68, 1062.26, -1.28, 2.26, -0.37,107425,,,
acc002, 150.88, 76.66, 1066.41, -0.98, 2.32, -0.37,107439,,,
acc002, 153.81, 76.42, 1068.60, -0.79, 2.20, -0.43,107453,,,
acc002, 150.39, 76.90, 1068.60, -0.55, 2.14, -0.43,107467,,,
acc002, 148.44, 73.73, 1067.38, -0.18, 2.14, -0.55,107481,,,
acc002, 148.68, 75.20, 1064.70, 0.12, 2.08, -0.61,107495,,,
acc002, 147.71, 74.46, 1068.60, 0.61, 1.83, -0.55,107509,,,
acc002, 152.10, 76.42, 1070.56, 0.98, 1.77, -0.67,107525,,,
acc002, 146.97, 76.66, 1073.24, 1.34, 1.34, -0.67,107540,,,
acc002, 148.93, 77.39, 1069.09, 1.89, 1.04, -0.73,107554,,,
acc002, 146.48, 76.42, 1070.56, 2.14, 0.73, -0.79,107568,,,
acc002, 146.97, 76.66, 1070.80, 2.38, 0.43, -0.73,107582,,,
acc002, 147.46, 77.15, 1071.04, 2.62, -0.12, -0.79,107596,,,
acc002, 144.78, 77.88, 1068.12, 2.69, -0.55, -0.79,107611,,,
acc002, 145.75, 76.90, 1068.36, 2.93, -1.04, -0.73,107625,,,
acc002, 145.02, 80.57, 1065.43, 2.99, -2.08, -0.73,107649,,,
acc002, 145.26, 78.37, 1069.82, 2.81, -2.69, -0.67,107664,,,
acc002, 146.48, 79.35, 1066.41, 2.62, -3.11, -0.61,107678,,,
acc002, 145.26, 82.28, 1067.87, 2.50, -3.48, -0.67,107693,,,
acc002, 146.97, 82.03, 1065.19, 2.20, -3.97, -0.49,107707,,,
acc002, 145.75, 79.35, 1067.14, 1.77, -4.39, -0.55,107721,,,
acc002, 146.48, 81.79, 1068.60, 1.34, -4.76, -0.37,107735,,,
acc002, 146.73, 81.30, 1064.94, 0.79, -5.00, -0.37,107749,,,
acc002, 148.44, 82.76, 1062.50, 0.24, -5.25, -0.31,107763,,,
acc002, 149.90, 82.76, 1059.33, -0.37, -5.25, -0.18,107779,,,
acc002, 147.46, 82.76, 1052.98, -0.92, -5.19, -0.12,107794,,,
acc002, 150.15, 81.79, 1054.93, -1.46, -5.00, 0.00,107808,,,
acc002, 149.90, 82.03, 1059.08, -1.83, -4.70, 0.00,107822,,,
acc002, 153.81, 81.54, 1057.62, -2.50, -4.33, 0.12,107836,,,
acc002, 152.10, 82.76, 1054.69, -2.87, -3.85, 0.06,107851,,,
acc002, 153.08, 81.30, 1052.00, -3.36, -3.11, 0.18,107865,,,
acc002, 154.54, 79.83, 1049.07, -3.66, -2.44, 0.06,107879,,,
acc002, 155.52, 78.12, 1052.25, -3.97, -1.40, 0.06,107898,,,
acc002, 155.76, 79.10, 1050.78, -3.97, -0.49, 0.06,107912,,,
acc002, 156.98, 77.64, 1050.54, -4.03, 0.12, 0.06,107926,,,
acc002, 157.47, 76.42, 1050.78, -4.03, 0.98, 0.00,107940,,,
acc002, 156.25, 76.42, 1049.07, -3.78, 1.89, -0.12,107954,,,
acc002, 154.79, 75.68, 1048.83, -3.48, 2.75, -0.18,107968,,,
acc002, 153.08, 75.20, 1050.29, -3.17, 3.54, -0.18,107982,,,
acc002, 154.54, 72.02, 1052.25, -2.99, 4.15, -0.31,107997,,,
acc002, 154.05, 73.24, 1056.64, -2.38, 4.82, -0.37,108011,,,
acc002, 154.05, 73.49, 1056.64, -1.83, 5.37, -0.49,108027,,,
acc002, 152.83, 72.75, 1055.66, -1.22, 5.80, -0.61,108041,,,
acc002, 150.88, 72.02, 1056.64, -0.55, 6.10, -0.61,108055,,,
acc002, 148.93, 71.78, 1059.08, 0.24, 6.29, -0.79,108070,,,
acc002, 148.44, 70.80, 1063.96, 0.92, 6.35, -0.92,108084,,,
acc002, 146.97, 73.97, 1064.21, 1.65, 6.23, -0.98,108098,,,
acc002, 146.48, 73.00, 1065.92, 2.14, 5.98, -1.04,108112,,,
acc002, 146.73, 74.71, 1063.23, 2.56, 5.68, -0.98,108127,,,
acc002, 145.26, 74.71, 1068.85, 3.30, 5.07, -1.10,108146,,,
acc002, 145.26, 74.46, 1070.56, 3.72, 4.52, -1.16,108160,,,
acc002, 143.80, 77.15, 1068.60, 4.09, 3.66, -1.16,108174,,,
acc002, 144.29, 77.64, 1068.85, 4.39, 2.99, -1.22,108188,,,
acc002, 141.85, 78.12, 1071.78, 4.52, 2.26, -1.10,108202,,,
acc002, 144.78, 78.61, 1072.51, 4.58, 1.71, -1.04,108216,,,
acc002, 143.80, 81.05, 1071.29, 4.52, 0.79, -1.10,108230,,,
acc002, 145.51, 78.86, 1071.04, 4.39, -0.06, -1.04,108244,,,
acc002, 142.58, 81.54, 1071.29, 4.21, -0.79, -0.98,108258,,,
acc002, 145.75, 81.05, 1071.53, 3.97, -1.65, -0.92,108274,,,
acc002, 147.22, 83.25, 1070.80, 3.54, -2.26, -0.79,108288,,,
acc002, 146.73, 83.01, 1070.56, 3.05, -2.87, -0.79,108303,,,
acc002, 146.48, 83.50, 1066.16, 2.56, -3.42, -0.55,108317,,,
acc002, 147.95, 85.21, 1060.30, 2.01, -3.66, -0.61,108331,,,
acc002, 149.41, 84.47, 1063.72, 1.46, -3.97, -0.49,108345,,,
acc002, 147.71, 84.47, 1061.52, 0.79, -4.21, -0.37,108360,,,
acc002, 150.39, 83.01, 1058.84, 0.06, -4.33, -0.31,108374,,,
acc002, 150.63, 84.47, 1057.13, -0.61, -4.27, -0.18,108390,,,
acc002, 148.93, 84.47, 1056.40, -1.71, -4.39, -0.12,108408,,,
acc002, 151.61, 84.96, 1056.15, -2.38, -4.21, 0.06,108422,,,
acc002, 151.86, 85.21, 1053.96, -2.75, -4.03, 0.00,108436,,,
acc002, 151.12, 81.79, 1056.64, -3.42, -3.60, 0.12,108450,,,
acc002, 151.12, 82.76, 1053.22, -3.85, -3.42, 0.24,108464,,,
acc002, 153.32, 81.05, 1051.76, -4.46, -2.99, 0.24,108478,,,
acc002, 151.86, 80.81, 1052.49, -4.88, -2.62, 0.24,108492,,,
acc002, 152.59, 79.59, 1054.20, -5.31, -2.01, 0.31,108508,,,
acc002, 152.34, 77.64, 1054.69, -5.49, -1.65, 0.18,108522,,,
acc002, 152.10, 78.61, 1052.49, -5.74, -1.28, 0.31,108536,,,
acc002, 152.10, 77.64, 1056.15, -5.74, -0.85, 0.24,108550,,,
acc002, 151.86, 77.64, 1053.96, -5.68, -0.43, 0.24,108565,,,
acc002, 154.79, 77.15, 1052.25, -5.43, 0.06, 0.12,108579,,,
acc002, 150.63, 75.44, 1055.18, -5.13, 0.43, 0.12,108593,,,
acc002, 150.63, 74.46, 1056.88, -4.64, 0.79, 0.18,108607,,,
acc002, 154.30, 72.51, 1058.11, -4.09, 1.10, -0.06,108621,,,
acc002, 150.15, 72.75, 1056.64, -3.48, 1.46, -0.18,108638,,,
acc002, 152.34, 69.82, 1062.26, -2.69, 1.65, -0.18,108652,,,
acc002, 151.86, 71.04, 1062.50, -1.95, 1.83, -0.31,108670,,,
acc002, 153.32, 70.56, 1063.72, -1.10, 2.08, -0.37,108683,,,
acc002, 149.66, 70.07, 1062.74, -0.24, 2.14, -0.55,108697,,,
acc002, 150.15, 69.34, 1065.19, 0.73, 2.20, -0.61,108711,,,
acc002, 148.44, 72.02, 1066.89, 1.28, 2.14, -0.67,108725,,,
acc002, 150.63, 73.97, 1064.45, 2.14, 2.26, -0.92,108739,,,
acc002, 151.37, 70.07, 1066.41, 2.99, 2.26, -0.92,108756,,,
acc002, 150.63, 73.24, 1069.82, 3.78, 2.26, -1.04,108770,,,
acc002, 150.63, 73.00, 1068.85, 4.46, 2.08, -1.04,108784,,,
acc002, 148.93, 74.71, 1066.65, 5.13, 2.14, -1.28,108798,,,
acc002, 148.44, 75.93, 1069.82, 5.49, 1.95, -1.22,108812,,,
acc002, 149.17, 75.44, 1070.80, 5.80, 1.95, -1.22,108826,,,
acc002, 151.12, 78.12, 1067.38, 5.98, 1.89, -1.34,108840,,,
acc002, 148.68, 78.12, 1066.41, 6.16, 1.77, -1.28,108855,,,
acc002, 149.41, 79.59, 1069.82, 6.16, 1.46, -1.34,108869,,,
acc002, 150.63, 80.08, 1068.85, 5.80, 1.46, -1.22,108885,,,
acc002, 148.44, 81.30, 1066.41, 5.49, 1.28, -1.28,108900,,,
acc002, 147.46, 82.03, 1067.38, 5.19, 1.10, -1.16,108914,,,
acc002, 148.44, 83.98, 1068.36, 4.46, 0.92, -1.04,108931,,,
acc002, 148.93, 83.98, 1066.41, 3.97, 0.85, -1.10,108945,,,
acc002, 147.95, 83.98, 1068.12, 3.23, 0.73, -0.98,108959,,,
acc002, 149.17, 86.18, 1066.89, 2.38, 0.61, -0.92,108973,,,
acc002, 148.44, 86.18, 1062.99, 1.46, 0.49, -0.79,108987,,,
acc002, 148.68, 84.47, 1061.77, 0.67, 0.24, -0.55,109003,,,
acc002, 148.44, 86.67, 1062.26, -0.24, 0.12, -0.49,109017,,,
acc002, 146.73, 84.72, 1063.72, -1.16, 0.00, -0.37,109031,,,
acc002, 146.73, 86.18, 1062.01, -1.71, -0.12, -0.24,109045,,,
acc002, 148.68, 86.18, 1057.86, -2.56, -0.31, -0.24,109060,,,
acc002, 148.68, 85.94, 1058.84, -3.36, -0.37, -0.06,109074,,,
acc002, 148.68, 83.98, 1059.81, -4.03, -0.49, 0.00,109088,,,
acc002, 148.19, 82.28, 1057.86, -4.70, -0.55, 0.06,109102,,,
acc002, 149.41, 81.79, 1055.91, -5.13, -0.73, 0.24,109116,,,
acc002, 149.90, 80.57, 1059.08, -5.62, -0.92, 0.18,109133,,,
acc002, 147.22, 78.86, 1058.11, -5.86, -0.85, 0.37,109147,,,
acc002, 149.17, 78.12, 1057.62, -6.04, -1.04, 0.24,109161,,,
acc002, 147.46, 77.15, 1057.62, -6.04, -1.16, 0.24,109176,,,
acc002, 149.41, 76.17, 1057.37, -5.92, -1.28, 0.43,109193,,,
acc002, 148.93, 75.93, 1055.18, -5.55, -1.40, 0.24,109207,,,
acc002, 149.17, 73.73, 1059.08, -5.19, -1.34, 0.31,109221,,,
acc002, 147.22, 73.24, 1058.35, -4.82, -1.28, 0.24,109235,,,
acc002, 149.66, 73.00, 1057.37, -4.21, -1.46, 0.12,109251,,,
acc002, 150.39, 73.73, 1055.91, -3.60, -1.40, 0.06,109265,,,
acc002, 151.12, 72.27, 1058.11, -2.81, -1.46, -0.12,109279,,,
acc002, 149.41, 68.85, 1060.06, -2.01, -1.34, -0.18,109293,,,
acc002, 150.15, 71.53, 1060.30, -1.10, -1.34, -0.31,109307,,,
acc002, 150.39, 72.02, 1058.59, -0.37, -1.22, -0.49,109321,,,
acc002, 151.37, 71.53, 1059.33, 0.61, -1.16, -0.49,109335,,,
acc002, 150.88, 70.07, 1061.04, 1.10, -1.04, -0.49,109350,,,
acc002, 152.34, 72.51, 1058.11, 2.01, -0.85, -0.73,109366,,,
acc002, 152.34, 72.27, 1062.26, 2.62, -0.67, -0.85,109380,,,
acc002, 152.34, 72.75, 1062.50, 3.30, -0.55, -0.92,109394,,,
acc002, 150.63, 72.75, 1063.72, 3.85, -0.31, -0.92,109409,,,
acc002, 151.61, 74.22, 1062.50, 4.21, -0.12, -1.10,109423,,,
acc002, 151.86, 77.39, 1066.16, 4.70, 0.12, -1.04,109437,,,
acc002, 151.86, 78.61, 1065.67, 4.88, 0.43, -1.22,109455,,,
acc002, 153.32, 77.64, 1063.72, 5.13, 0.67, -1.16,109469,,,
acc002, 152.10, 78.37, 1064.70, 5.13, 0.85, -1.16,109483,,,
acc002, 151.12, 81.05, 1066.89, 4.94, 1.16, -1.10,109499,,,
acc002, 150.88, 80.08, 1066.89, 4.82, 1.46, -1.10,109513,,,
acc002, 150.63, 80.57, 1068.36, 4.33, 1.65, -1.16,109527,,,
acc002, 151.86, 81.30, 1064.70, 3.91, 1.77, -0.98,109541,,,
acc002, 150.88, 83.98, 1065.19, 3.54, 1.83, -0.98,109555,,,
acc002, 153.08, 84.72, 1066.16, 2.99, 2.01, -0.98,109569,,,
acc002, 150.88, 83.25, 1068.85, 2.44, 2.14, -0.92,109583,,,
acc002, 150.88, 83.25, 1066.65, 1.71, 2.20, -0.79,109597,,,
acc002, 149.17, 82.28, 1067.87, 0.98, 2.20, -0.67,109614,,,
acc002, 148.68, 85.94, 1065.92, 0.37, 2.20, -0.55,109628,,,
acc002, 149.41, 85.94, 1063.96, -0.49, 2.14, -0.55,109642,,,
acc002, 150.63, 83.74, 1061.04, -1.28, 1.95, -0.43,109656,,,
acc002, 149.17, 84.23, 1063.48, -1.95, 1.77, -0.49,109671,,,
acc002, 146.00, 81.79, 1065.92, -2.32, 1.77, -0.31,109685,,,
acc002, 148.19, 83.50, 1061.52, -2.99, 1.40, -0.18,109699,,,
acc002, 146.00, 80.32, 1061.04, -3.54, 1.10, -0.12,109716,,,
acc002, 146.97, 81.30, 1063.23, -4.03, 0.79, 0.00,109730,,,
acc002, 146.48, 81.30, 1061.04, -4.27, 0.49, 0.00,109746,,,
acc002, 146.97, 77.88, 1063.48, -4.52, 0.12, 0.00,109761,,,
acc002, 145.02, 78.86, 1060.06, -4.76, -0.31, 0.12,109775,,,
acc002, 146.48, 77.64, 1057.86, -4.76, -0.55, 0.06,109789,,,
acc002, 145.51, 76.17, 1056.88, -4.76, -0.92, 0.06,109803,,,
acc002, 146.24, 76.42, 1060.06, -4.64, -1.16, 0.12,109817,,,
acc002, 146.00, 75.68, 1057.13, -4.27, -1.59, 0.06,109831,,,
acc002, 148.19, 74.95, 1057.37, -4.09, -1.89, 0.12,109845,,,
acc002, 147.95, 72.02, 1054.69, -3.66, -2.20, 0.00,109862,,,
acc002, 147.71, 72.27, 1054.93, -3.23, -2.50, 0.00,109876,,,
acc002, 149.41, 73.49, 1055.91, -2.75, -2.75, -0.06,109890,,,
acc002, 148.68, 74.22, 1056.15, -2.32, -2.81, -0.12,109904,,,
acc002, 147.22, 74.71, 1056.88, -1.83, -2.93, -0.12,109919,,,
acc002, 148.93, 73.00, 1058.35, -1.04, -2.93, -0.24,109933,,,
acc002, 149.90, 71.29, 1055.42, -0.55, -2.93, -0.18,109947,,,
acc002, 150.39, 73.24, 1056.88, 0.24, -2.81, -0.49,109962,,,
acc002, 149.41, 72.51, 1056.88, 1.10, -2.69, -0.55,109981,,,
acc002, 151.12, 75.20, 1059.33, 1.65, -2.38, -0.55,109995,,,
acc002, 153.08, 75.44, 1059.33, 2.08, -2.20, -0.67,110009,,,
acc002, 152.34, 74.46, 1060.79, 2.50, -1.83, -0.79,110023,,,
acc002, 154.05, 73.73, 1060.55, 3.17, -1.46, -0.79,110037,,,
acc002, 152.10, 76.66, 1058.84, 3.54, -1.04, -0.98,110051,,,
acc002, 152.83, 76.66, 1058.59, 3.85, -0.61, -1.04,110066,,,
acc002, 152.34, 76.42, 1063.23, 4.09, 0.00, -1.16,110080,,,
acc002, 153.32, 77.15, 1064.21, 4.21, 0.18, -1.04,110094,,,
acc002, 155.03, 78.61, 1060.79, 4.27, 0.92, -1.10,110110,,,
acc002, 153.81, 77.88, 1062.74, 4.33, 1.28, -1.10,110124,,,
acc002, 152.59, 77.39, 1068.85, 4.15, 1.71, -1.10,110138,,,
acc002, 154.05, 80.08, 1067.38, 4.03, 2.26, -1.16,110153,,,
acc002, 151.61, 81.54, 1065.67, 3.72, 2.56, -1.16,110167,,,
acc002, 154.30, 81.54, 1071.04, 3.36, 2.99, -1.10,110181,,,
acc002, 153.08, 82.52, 1068.36, 2.93, 3.30, -1.04,110195,,,
acc002, 151.37, 82.03, 1071.04, 2.50, 3.54, -0.85,110210,,,
acc002, 150.88, 83.01, 1066.41, 1.95, 3.72, -1.10,110229,,,
acc002, 150.39, 82.52, 1070.31, 1.34, 3.85, -0.85,110243,,,
acc002, 148.93, 83.74, 1065.19, 0.67, 3.85, -0.79,110257,,,
acc002, 149.66, 85.21, 1067.63, 0.00, 3.78, -0.79,110271,,,
acc002, 146.97, 82.03, 1069.34, -0.49, 3.48, -0.55,110285,,,
acc002, 148.19, 83.50, 1073.24, -0.98, 3.30, -0.55,110299,,,
acc002, 146.97, 83.25, 1065.92, -1.53, 3.05, -0.43,110313,,,
acc002, 148.19, 82.52, 1069.34, -2.38, 2.56, -0.37,110327,,,
acc002, 144.78, 83.74, 1068.36, -2.81, 2.14, -0.31,110341,,,
acc002, 145.51, 84.72, 1066.16, -3.42, 1.65, -0.24,110358,,,
acc002, 143.80, 81.30, 1061.77, -3.66, 1.10, -0.12,110372,,,
acc002, 144.53, 82.52, 1064.21, -3.97, 0.55, 0.00,110386,,,
acc002, 146.24, 80.81, 1064.45, -4.27, -0.06, 0.06,110400,,,
acc002, 145.51, 80.08, 1062.99, -4.46, -0.67, 0.00,110414,,,
acc002, 146.00, 79.83, 1060.79, -4.64, -0.98, 0.18,110429,,,
acc002, 146.48, 75.68, 1062.99, -4.58, -1.53, 0.00,110443,,,
acc002, 146.48, 76.42, 1061.04, -4.39, -2.08, 0.12,110457,,,
acc002, 146.00, 76.17, 1057.13, -4.33, -2.75, 0.12,110474,,,
acc002, 146.24, 77.15, 1055.66, -3.91, -3.23, 0.00,110491,,,
acc002, 146.48, 73.97, 1055.66, -3.60, -3.54, 0.06,110505,,,
acc002, 147.46, 72.75, 1055.91, -3.30, -3.72, 0.06,110519,,,
