Sensor, acceleration x(*1000), acceleration y(*1000), acceleration z(*1000), gyro x, gyro y, gyro z, Hour ,Initial Date: ,08/03/2022 14:10:48.369932 GMT,29940
acc002, 149.17, 83.50, 1057.62, 5.92, -4.76, 23.86,235950,,,
acc002, 152.10, 82.76, 1060.30, 5.31, -5.37, 23.86,235963,,,
acc002, 154.54, 83.74, 1055.91, 4.58, -5.80, 23.99,235977,,,
acc002, 155.76, 84.47, 1052.98, 3.78, -5.98, 23.99,235993,,,
acc002, 157.47, 83.98, 1050.05, 2.81, -5.86, 24.17,236007,,,
acc002, 157.47, 85.69, 1046.63, 2.20, -5.55, 24.17,236021,,,
acc002, 158.20, 83.01, 1046.14, 1.28, -5.19, 24.17,236035,,,
acc002, 161.62, 84.23, 1043.70, 0.43, -4.52, 24.35,236049,,,
acc002, 161.38, 83.01, 1043.95, -0.49, -3.72, 24.35,236063,,,
acc002, 162.35, 83.98, 1041.50, -1.34, -2.75, 24.35,236077,,,
acc002, 161.62, 79.83, 1037.35, -1.71, -2.01, 24.35,236091,,,
acc002, 163.82, 80.81, 1039.79, -2.75, -0.49, 24.29,236107,,,
acc002, 162.35, 78.86, 1039.55, -3.05, 0.24, 24.29,236121,,,
acc002, 161.87, 77.64, 1036.38, -3.42, 1.34, 24.35,236136,,,
acc002, 163.33, 75.44, 1039.06, -3.72, 2.50, 24.11,236150,,,
acc002, 160.40, 75.93, 1039.31, -3.60, 3.54, 24.05,236164,,,
acc002, 163.09, 74.71, 1037.35, -3.54, 4.52, 23.99,236178,,,
acc002, 160.64, 73.24, 1042.48, -3.11, 5.43, 23.80,236192,,,
acc002, 159.91, 73.00, 1039.79, -2.69, 6.16, 23.62,236210,,,
acc002, 157.71, 68.12, 1044.19, -1.95, 6.77, 23.50,236223,,,
acc002, 158.69, 67.63, 1043.70, -0.98, 7.32, 23.32,236239,,,
acc002, 156.49, 65.92, 1052.25, 0.06, 7.63, 23.13,236253,,,
acc002, 155.76, 65.43, 1055.91, 1.16, 7.69, 22.89,236267,,,
acc002, 154.05, 66.16, 1054.69, 2.01, 7.87, 22.64,236281,,,
acc002, 153.81, 65.19, 1058.35, 3.36, 7.57, 22.52,236295,,,
acc002, 152.83, 66.41, 1060.79, 4.46, 7.26, 22.40,236309,,,
acc002, 150.39, 67.38, 1068.85, 5.80, 7.02, 22.16,236323,,,
acc002, 150.15, 68.60, 1067.87, 6.96, 6.35, 22.03,236337,,,
acc002, 150.15, 69.34, 1075.20, 7.87, 5.55, 21.79,236353,,,
acc002, 148.68, 68.36, 1074.46, 8.85, 4.76, 21.79,236367,,,
acc002, 148.93, 73.73, 1080.81, 9.58, 3.97, 21.55,236382,,,
acc002, 150.15, 75.68, 1082.76, 10.01, 3.42, 21.48,236396,,,
acc002, 149.90, 76.17, 1083.74, 10.31, 2.50, 21.48,236410,,,
acc002, 147.71, 78.12, 1085.69, 10.44, 1.71, 21.42,236424,,,
acc002, 148.44, 78.86, 1087.40, 10.19, 0.92, 21.61,236438,,,
acc002, 151.61, 84.47, 1087.89, 9.95, 0.24, 21.48,236453,,,
acc002, 150.39, 83.74, 1087.89, 9.34, -0.49, 21.48,236470,,,
acc002, 153.08, 88.13, 1088.87, 8.67, -0.98, 21.55,236486,,,
acc002, 151.12, 88.13, 1086.91, 7.69, -1.40, 21.73,236500,,,
acc002, 153.08, 89.36, 1083.74, 6.59, -1.83, 21.85,236514,,,
acc002, 154.79, 89.36, 1083.50, 5.49, -2.01, 21.85,236528,,,
acc002, 155.03, 89.84, 1083.74, 4.21, -2.26, 21.85,236542,,,
acc002, 153.08, 88.38, 1080.57, 3.23, -2.44, 22.09,236556,,,
acc002, 154.54, 89.60, 1077.15, 2.08, -2.56, 22.22,236570,,,
acc002, 156.01, 89.11, 1076.66, 0.61, -2.75, 22.22,236584,,,
acc002, 155.03, 88.38, 1072.75, -0.49, -2.99, 22.52,236600,,,
acc002, 154.05, 84.72, 1066.16, -1.53, -3.05, 22.64,236614,,,
acc002, 154.05, 84.96, 1064.70, -2.56, -3.23, 22.58,236628,,,
acc002, 154.05, 81.79, 1059.57, -3.30, -3.30, 22.71,236642,,,
acc002, 155.03, 82.03, 1056.15, -3.97, -3.36, 22.89,236656,,,
acc002, 154.05, 82.03, 1056.15, -4.21, -3.36, 22.83,236670,,,
acc002, 154.30, 77.39, 1050.29, -4.58, -3.48, 22.77,236685,,,
acc002, 154.05, 74.22, 1047.61, -4.58, -3.42, 22.77,236699,,,
acc002, 156.25, 73.24, 1040.77, -4.27, -3.30, 22.71,236718,,,
acc002, 153.08, 71.04, 1035.16, -3.85, -3.05, 22.64,236732,,,
acc002, 154.30, 70.80, 1039.55, -3.48, -2.75, 22.52,236746,,,
acc002, 156.49, 68.12, 1035.40, -2.69, -2.38, 22.40,236760,,,
acc002, 157.96, 67.38, 1033.94, -1.83, -1.77, 22.22,236774,,,
acc002, 161.87, 67.63, 1031.25, -0.98, -1.10, 22.03,236788,,,
acc002, 163.33, 64.70, 1031.74, 0.12, -0.18, 21.79,236802,,,
acc002, 162.60, 67.63, 1030.27, 0.85, 0.49, 21.67,236816,,,
acc002, 162.84, 64.45, 1031.25, 2.08, 1.83, 21.36,236830,,,
acc002, 165.04, 65.43, 1038.33, 2.99, 2.93, 21.24,236846,,,
acc002, 166.26, 66.65, 1037.11, 4.15, 4.39, 21.00,236860,,,
acc002, 165.77, 66.16, 1041.50, 5.31, 5.80, 20.69,236874,,,
acc002, 164.79, 66.16, 1044.43, 6.29, 7.20, 20.39,236888,,,
acc002, 165.04, 69.58, 1049.32, 7.20, 8.54, 20.26,236902,,,
acc002, 164.06, 72.02, 1051.76, 7.93, 9.89, 20.08,236917,,,
acc002, 161.62, 73.24, 1054.69, 8.42, 10.50, 19.96,236931,,,
acc002, 159.67, 73.97, 1060.79, 8.85, 11.29, 19.78,236945,,,
acc002, 157.96, 75.44, 1068.12, 9.34, 12.02, 19.71,236961,,,
acc002, 156.98, 76.17, 1070.80, 9.46, 12.08, 19.65,236979,,,
acc002, 152.10, 80.08, 1075.20, 9.16, 11.72, 19.65,236992,,,
acc002, 149.17, 80.32, 1081.30, 8.91, 11.05, 19.59,237006,,,
acc002, 146.24, 85.69, 1081.05, 8.54, 10.38, 19.59,237020,,,
acc002, 146.97, 83.25, 1083.98, 8.00, 9.16, 19.78,237034,,,
acc002, 142.33, 84.72, 1087.40, 7.14, 7.57, 20.02,237048,,,
acc002, 140.62, 89.60, 1088.13, 6.04, 5.74, 20.20,237062,,,
acc002, 140.62, 88.87, 1091.80, 4.88, 3.66, 20.45,237076,,,
acc002, 138.43, 88.62, 1087.40, 3.66, 1.46, 20.63,237092,,,
acc002, 136.72, 88.87, 1085.21, 2.32, -0.85, 21.00,237106,,,
acc002, 137.94, 90.82, 1086.18, 1.40, -2.32, 21.06,237120,,,
acc002, 141.11, 90.33, 1086.18, 0.18, -4.39, 21.18,237134,,,
acc002, 141.60, 90.58, 1080.32, -1.10, -6.47, 21.55,237148,,,
acc002, 143.80, 86.91, 1075.93, -2.32, -8.12, 21.79,237162,,,
acc002, 146.00, 85.94, 1072.51, -3.42, -9.46, 21.91,237176,,,
acc002, 148.93, 85.69, 1070.31, -4.46, -10.50, 22.16,237191,,,
acc002, 152.10, 84.96, 1063.23, -5.25, -11.17, 22.16,237207,,,
acc002, 157.47, 81.05, 1057.62, -5.92, -11.29, 22.16,237221,,,
acc002, 160.40, 78.37, 1056.40, -6.10, -10.93, 22.22,237238,,,
acc002, 163.09, 73.73, 1051.76, -6.16, -10.44, 22.09,237252,,,
acc002, 165.53, 72.27, 1046.63, -5.92, -9.28, 22.03,237266,,,
acc002, 168.46, 69.09, 1041.50, -5.55, -8.36, 21.97,237280,,,
acc002, 171.14, 68.36, 1043.95, -5.00, -6.71, 21.67,237294,,,
acc002, 171.14, 64.70, 1040.77, -4.09, -5.00, 21.48,237308,,,
acc002, 171.39, 64.21, 1041.02, -3.05, -2.99, 21.24,237324,,,
acc002, 172.85, 62.26, 1036.62, -1.77, -0.92, 20.81,237338,,,
acc002, 171.63, 61.04, 1039.55, -0.24, 1.16, 20.51,237352,,,
acc002, 170.41, 61.28, 1042.24, 1.22, 3.05, 20.26,237366,,,
acc002, 169.68, 61.77, 1042.97, 2.26, 4.46, 20.02,237380,,,
acc002, 167.97, 60.55, 1043.95, 3.91, 6.23, 19.78,237394,,,
acc002, 166.26, 62.01, 1047.36, 5.37, 7.69, 19.41,237408,,,
acc002, 162.84, 64.94, 1048.58, 6.84, 8.91, 19.04,237422,,,
acc002, 161.13, 63.48, 1052.00, 8.18, 9.89, 18.80,237436,,,
acc002, 157.96, 67.14, 1055.66, 9.34, 10.56, 18.62,237453,,,
acc002, 154.79, 68.12, 1060.30, 10.19, 10.86, 18.37,237467,,,
acc002, 149.90, 75.20, 1062.26, 11.29, 10.80, 18.19,237497,,,
acc002, 149.41, 74.22, 1065.92, 11.47, 10.13, 18.25,237511,,,
acc002, 148.44, 77.15, 1068.36, 11.41, 9.70, 18.19,237525,,,
acc002, 147.95, 80.81, 1069.58, 11.23, 8.79, 18.31,237539,,,
acc002, 144.53, 82.76, 1071.53, 10.68, 7.63, 18.37,237553,,,
acc002, 146.48, 85.45, 1073.73, 9.89, 6.35, 18.49,237566,,,
acc002, 145.26, 85.21, 1076.66, 8.91, 5.07, 18.62,237582,,,
acc002, 143.55, 88.87, 1076.42, 7.81, 3.78, 18.86,237596,,,
acc002, 143.80, 88.13, 1074.95, 6.47, 2.38, 19.04,237610,,,
acc002, 142.82, 88.62, 1075.68, 5.68, 1.40, 19.10,237625,,,
acc002, 144.04, 89.60, 1075.93, 4.33, 0.18, 19.35,237639,,,
acc002, 146.24, 90.09, 1076.17, 2.93, -1.10, 19.53,237653,,,
acc002, 146.24, 88.38, 1069.34, 1.46, -2.14, 19.65,237667,,,
acc002, 146.97, 87.40, 1068.85, 0.18, -3.05, 19.90,237681,,,
acc002, 148.68, 84.96, 1068.85, -0.98, -3.85, 20.14,237697,,,
acc002, 150.63, 83.98, 1066.41, -2.08, -4.46, 20.14,237711,,,
acc002, 152.10, 83.98, 1063.72, -2.99, -4.76, 20.20,237726,,,
acc002, 154.54, 84.47, 1060.79, -3.54, -5.00, 20.32,237740,,,
acc002, 153.81, 82.76, 1062.26, -4.15, -5.00, 20.32,237754,,,
acc002, 157.96, 77.15, 1056.64, -4.82, -4.70, 20.51,237771,,,
acc002, 159.42, 77.88, 1057.86, -4.94, -4.27, 20.39,237785,,,
acc002, 160.16, 75.20, 1054.20, -5.00, -3.97, 20.20,237799,,,
acc002, 160.16, 72.27, 1054.20, -4.88, -3.30, 20.20,237813,,,
acc002, 160.64, 71.29, 1054.69, -4.64, -2.44, 20.02,237829,,,
acc002, 161.87, 70.56, 1052.73, -4.15, -1.53, 19.96,237843,,,
acc002, 164.55, 69.58, 1053.96, -3.60, -0.55, 19.65,237857,,,
acc002, 162.84, 67.87, 1050.05, -2.87, 0.61, 19.53,237871,,,
acc002, 162.84, 68.60, 1052.25, -2.32, 1.16, 19.47,237885,,,
acc002, 164.79, 68.60, 1052.73, -1.40, 2.20, 19.23,237899,,,
acc002, 162.11, 65.43, 1051.76, -0.49, 3.17, 18.98,237913,,,
acc002, 161.38, 69.34, 1053.71, 0.55, 4.03, 18.74,237927,,,
acc002, 159.91, 66.65, 1058.59, 1.53, 4.82, 18.55,237943,,,
acc002, 157.71, 66.41, 1056.88, 2.50, 5.31, 18.37,237957,,,
acc002, 156.49, 70.07, 1060.30, 3.60, 5.55, 18.19,237971,,,
acc002, 154.79, 70.07, 1062.01, 4.52, 5.86, 18.07,237986,,,
acc002, 152.59, 70.56, 1065.67, 5.37, 5.74, 17.88,238000,,,
acc002, 150.39, 70.31, 1064.70, 5.86, 5.68, 17.82,238014,,,
acc002, 148.19, 72.51, 1063.96, 6.65, 5.07, 17.76,238031,,,
acc002, 147.22, 73.00, 1069.82, 7.02, 4.46, 17.64,238045,,,
acc002, 144.04, 73.97, 1067.87, 7.26, 3.91, 17.52,238059,,,
acc002, 145.75, 78.86, 1070.56, 7.51, 2.75, 17.52,238075,,,
acc002, 143.55, 78.37, 1072.75, 7.57, 1.95, 17.58,238089,,,
acc002, 143.55, 79.10, 1070.31, 7.45, 1.04, 17.58,238103,,,
acc002, 144.53, 79.35, 1072.27, 7.08, -0.06, 17.70,238117,,,
acc002, 145.75, 82.28, 1069.34, 6.71, -1.04, 17.76,238131,,,
acc002, 145.75, 80.81, 1067.63, 6.29, -1.83, 17.88,238145,,,
acc002, 146.24, 82.28, 1067.87, 5.98, -2.32, 17.82,238159,,,
acc002, 149.17, 82.03, 1066.65, 5.37, -2.87, 17.82,238173,,,
acc002, 149.90, 82.28, 1063.48, 4.76, -3.42, 17.88,238189,,,
acc002, 152.59, 81.30, 1063.72, 4.21, -3.66, 18.01,238203,,,
acc002, 155.03, 81.79, 1060.06, 3.54, -3.66, 17.94,238217,,,
acc002, 157.71, 77.88, 1057.86, 2.93, -3.54, 18.07,238231,,,
acc002, 159.18, 79.35, 1054.44, 2.38, -3.23, 18.01,238246,,,
acc002, 157.47, 79.83, 1055.42, 1.83, -2.62, 18.01,238260,,,
acc002, 161.13, 78.12, 1057.62, 1.53, -2.08, 18.07,238274,,,
acc002, 163.57, 79.59, 1054.69, 1.04, -0.98, 18.13,238291,,,
acc002, 161.13, 76.66, 1050.05, 0.73, -0.18, 17.94,238307,,,
acc002, 160.64, 75.20, 1054.20, 0.49, 0.85, 17.88,238321,,,
acc002, 161.13, 76.17, 1051.76, 0.18, 1.83, 17.94,238335,,,
acc002, 161.13, 74.71, 1049.56, 0.24, 2.44, 17.88,238349,,,
acc002, 161.13, 77.64, 1051.51, 0.00, 3.30, 17.82,238363,,,
acc002, 158.20, 75.20, 1052.25, -0.18, 4.21, 17.70,238377,,,
acc002, 158.45, 75.20, 1053.22, -0.12, 4.64, 17.64,238391,,,
acc002, 155.76, 75.20, 1050.29, -0.06, 5.19, 17.58,238405,,,
acc002, 155.52, 74.71, 1057.13, -0.24, 5.37, 17.58,238419,,,
acc002, 154.79, 75.68, 1057.62, -0.18, 5.55, 17.58,238435,,,
acc002, 151.61, 76.17, 1056.40, -0.18, 5.55, 17.46,238449,,,
acc002, 151.12, 74.46, 1059.08, -0.18, 5.37, 17.33,238463,,,
acc002, 150.39, 76.17, 1059.08, -0.18, 5.13, 17.40,238477,,,
acc002, 147.95, 75.68, 1060.30, -0.06, 4.70, 17.33,238492,,,
acc002, 148.44, 76.17, 1059.33, 0.12, 4.03, 17.33,238506,,,
acc002, 148.68, 73.73, 1064.70, 0.31, 3.42, 17.15,238520,,,
acc002, 147.46, 75.68, 1063.23, 0.49, 2.81, 17.09,238534,,,
acc002, 148.68, 74.22, 1063.72, 0.79, 2.20, 17.03,238553,,,
acc002, 151.61, 74.95, 1065.67, 1.22, 1.46, 16.91,238567,,,
acc002, 150.63, 75.20, 1067.14, 1.59, 0.73, 16.85,238581,,,
acc002, 149.90, 71.53, 1064.45, 2.08, 0.24, 16.78,238595,,,
acc002, 151.37, 71.78, 1068.60, 2.50, -0.24, 16.54,238609,,,
acc002, 150.88, 71.78, 1063.96, 2.75, -0.49, 16.42,238623,,,
acc002, 153.81, 71.53, 1066.16, 3.42, -0.79, 16.36,238637,,,
